time,vehicle_id,x,y,speed,angle,lane,pos,anomaly,depart,edges,edge_id,lane_id,length,lane_speed,shape,acceleration,jerk,stopped,stopped_time,leader_distance,gap_time,following_time,lane_change_rate
756.0,39,390.7889845645915,381.1697079858389,0.5800393350331347,243.82823015017465,ET03_1,10.56015825181064,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",-0.444034355102605,-0.9589525612306282,0,1.0,8.355541807066903,14.405129622096394,,
757.0,39,391.4082165439741,377.91509023492114,0.6606682797410399,243.8464015669136,ET03_2,11.220826531551682,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.0806289447079052,0.5246632998105103,0,1.0,11.849913252313078,17.93625275449557,,
758.0,39,389.3349002649221,376.95202100475575,2.264158033251843,244.4071239827053,ET03_2,13.484984564803526,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",1.6034897535108033,1.522860808802898,0,1.0,20.12158944804275,8.887007511195495,,
759.0,39,385.9239764024663,375.45334377347257,3.6890937269181823,246.20312227170987,ET03_2,17.174078291721706,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",1.424935693666339,-0.1785540598444641,0,1.0,20.311415778698137,5.505800958780739,,
760.0,39,380.59222618792063,373.224943964592,5.724514358745037,247.46789809930448,ET03_2,22.898592650466743,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",2.035420631826855,0.610484938160516,0,1.0,16.8266315673989,2.93939896258514,,
761.0,39,374.3789827502819,370.9753213406193,6.543134641306237,250.0962504626918,ET03_2,29.441727291772978,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.8186202825611995,-1.2168003492656556,0,1.0,14.02812689318115,2.143945931453529,,
762.0,39,369.6340562459137,369.4414717795579,4.94197545426326,252.0628984593076,ET03_2,34.383702746036235,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",-1.6011591870429769,-2.419779469604176,0,1.0,13.031196066152468,2.63683949601792,,
763.0,39,365.8116450269328,368.4484970299888,3.911650837469983,255.3207811778087,ET03_2,38.29535358350622,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",-1.0303246167932771,0.5708345702496995,0,1.0,10.61455027193436,2.713573044469314,,
767.0,39,348.45216874833915,365.6812906248239,6.293387434201095,263.6616215167452,:millieu_7_1,3.947242072392101,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",1.3164124393544645,0.414492349774811,0,1.0,18.253901891195436,2.900489137534348,,
768.0,39,340.6036303715958,364.8488698878965,7.847367051069405,263.9458081058852,:millieu_7_1,11.794609123461504,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",1.5539796168683102,0.2375671775138457,0,1.0,21.76263242159497,2.773240028147945,,
769.0,39,330.90354083519924,364.0888194854789,9.676072119421104,266.3658252009598,:millieu_7_1,21.470681242882613,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",1.8287050683516988,0.2747254514833885,0,1.0,25.33620019393588,2.6184385441984164,,
770.0,39,319.91382983257864,363.4823179352934,10.944690428664222,267.4063951004516,:millieu_7_1,32.41537167154684,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",1.2686183092431182,-0.5600867591085805,0,1.0,23.5764458285543,2.1541446039266146,,
771.0,39,308.212109931197,363.22588983545234,11.638774555841708,269.1318967862588,:millieu_7_1,44.05414622738854,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.6940841271774865,-0.5745341820656318,0,1.0,33.4240945856432,2.871788127287598,,
772.0,39,296.5099429954739,363.599250985976,11.661916661019683,272.6820624588636,S01_1,3.3160628884082257,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.0231421051779747,-0.6709420219995117,0,1.0,31.45611431824773,2.6973365727600136,,
773.0,39,285.6932536903384,364.2715361448492,10.837853243680916,273.68693694683805,S01_1,14.153916132089142,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",-0.8240634173387669,-0.8472055225167416,0,1.0,34.33548384927411,3.16810747269471,,
774.0,39,274.57472487556703,365.2220950880076,11.159136091628358,274.88651904234746,S01_1,25.3130522237175,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.3212828479474421,1.145346265286209,0,1.0,35.34329462485905,3.167207061071132,,
