time,vehicle_id,x,y,speed,angle,lane,pos,anomaly,depart,edges,edge_id,lane_id,length,lane_speed,shape,acceleration,jerk,stopped,stopped_time,leader_distance,gap_time
686.0,11,374.62966808092654,371.06608671895617,0.17281982084365258,250.09625046269213,ET03_2,29.177731862095868,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.4184046861038289,0.36447315992743334,0,0.0,0.07961709243923455,0.0019745194701203434
687.0,11,367.7397356836164,368.9303626467116,0.22462446226054406,253.9304369186895,ET03_2,36.32651409364093,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.372538560674046,0.32081194108129163,0,0.0,0.10726390997221368,0.0017004633705644187
688.0,11,359.09034715634346,367.1812655723336,0.27473629681366224,259.46541494602826,ET03_2,45.06836770039117,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.3692770530427383,0.35823930301294465,0,0.0,0.12398458271892289,0.001441468838265517
691.0,11,323.7326062760368,363.633368236451,0.37189215395949987,266.3658252009605,:millieu_7_1,28.614922656030583,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.21195662623468897,0.1921698028084237,0,0.0,0.19044410658480382,0.001369309600379285
692.0,11,311.0153601478158,363.2420043249796,0.39770893552852404,268.4530362864659,:millieu_7_1,41.26611609072981,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.3224681096207915,0.45818675314610186,0,0.0,0.20303334280996327,0.001323846612840956
693.0,11,298.46907086699605,363.48132003810406,0.3925523593494974,271.7966451857324,S01_1,1.3533803063507648,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2627921685407107,0.3086802756595307,0,0.0,0.8621833783107247,0.005591067727257122
694.0,11,286.1228784138119,364.2348061394768,0.38884298532783107,273.5626093762609,S01_1,13.722722326016536,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2655804729724134,0.36355395004890223,0,0.0,0.8897189008694674,0.005828663769085384
695.0,11,273.67723626917484,365.2988242880125,0.3926729026809821,274.8865190423469,S01_1,26.21381865300544,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.28010632165594757,0.373865163706071,0,0.0,0.1871243094021841,0.0012456843143078644
696.0,11,260.912821636567,366.3900953262355,0.40273686838777634,274.88651904234746,S01_1,39.02485169417602,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2921173766170713,0.3716559643353053,0,0.0,0.18441997429089685,0.0011835165637055765
697.0,11,248.51756833047523,367.19259401355765,0.3904776395298254,273.68163256477635,S01_1,51.4461598978935,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2491075856089027,0.3233211775847446,0,0.0,0.18784887949563317,0.001260541876360705
