time,vehicle_id,x,y,speed,angle,lane,pos,anomaly
10,0,2.46,528.33,0.0,90.0,39452954#0_0,0.11,0
11,0,4.1731375520606395,528.2647564463728,1.7141260907519609,92.04953581020298,:cluster_7413055020_7413055041_8793274128_8793274129_#1more_8_0,1.7141260907519609,0
12,0,7.866555628475628,528.1240954001851,3.695549304387532,92.18101257082348,:cluster_7413055020_7413055041_8793274128_8793274129_#1more_8_0,5.409675395139493,0
13,0,13.76555186504503,527.899436570633,5.902400158229283,92.18101257082479,:cluster_7413055020_7413055041_8793274128_8793274129_#1more_8_0,11.312075553368775,0
14,0,20.994300729632137,527.7334272310136,7.23413071539253,90.92856374298846,-590856945#2_0,1.2062062687613029,0
15,0,30.627530405699765,528.2407831339349,9.648472128086723,86.98517323400986,-590856945#2_0,10.854678396848026,0
16,0,41.243828144571225,528.7999145473972,10.633095678331703,86.98517323400857,-590856945#2_0,21.48777407517973,0
17,0,52.83237242135935,529.4102515312334,11.606880581023544,86.98517323400986,-590856945#2_0,33.094654656203275,0
18,0,64.11564361073167,530.0040825873759,11.301079678692297,86.99007222059672,:cluster_6386565642_6945903899_6_0,0.08573433489556948,0
19,0,75.25899582902674,530.5261687340119,11.154910581017285,87.37509615199905,-590856945#1_0,1.7906449159128552,0
20,0,86.93172160845852,531.0231496272374,11.683485636271909,87.56203297606098,-590856945#1_0,13.474130552184764,0
21,0,98.2155949529048,531.5035746419027,11.29427475917004,87.56203297606098,-590856945#1_0,24.768405311354805,0
22,0,108.7210674733582,531.9508582683347,10.515156409417651,87.56203297606098,-590856945#1_0,35.283561720772454,0
23,0,119.51484184023568,532.4104167063114,10.803724010957778,87.56203297606228,-590856945#1_0,46.08728573173023,0
24,0,129.07416332032514,532.817416769328,9.568133212032667,87.56203297606226,-590856945#1_0,55.655418943762896,0
25,0,135.490506503708,533.0906006020313,6.422257734567802,87.56203297606228,-590856945#1_0,62.0776766783307,0
26,0,143.8619693076738,533.9402038825507,8.43447514697537,82.25662206458439,:cluster_7618730855_80514146_8793274138_8_0,5.422151825306059,0
27,0,149.8921978070724,538.7199340790955,8.195703212982977,38.48527765595753,:cluster_7618730855_80514146_8793274138_8_0,13.617855038289036,0
28,0,150.9662278797418,547.2826090701801,8.644098216640765,6.5028776213706605,1018830566#1_0,3.481953254929799,0
29,0,152.18802727161076,557.6382974828074,10.433449556954207,6.749945422498788,1018830566#2_0,2.0954028118840053,0
30,0,153.53848196344953,569.1256904044362,11.565800980425813,6.669739085799691,1018830566#3_0,1.7312037923098167,0
31,0,154.8203062193859,579.9885307396781,10.940110274747386,6.720041144142343,993686596#0_0,9.231314067057202,0
32,0,156.1234885690551,591.0486053906781,11.135810699377581,6.720041144142495,993686596#0_0,20.367124766434785,0
33,0,157.48811816496445,602.6301812196883,11.660882959834673,6.720041144142495,993686596#0_0,32.02800772626946,0
34,0,158.6376497934109,612.3862262025956,9.82285143025189,6.720041144142495,993686596#0_0,41.850859156521345,0
35,0,159.60995797014166,619.8752551199017,7.543283295607819,7.535207025174987,993686596#1_0,1.7241424521291657,0
36,0,157.41314484276197,621.5812135226618,3.470692483876832,328.4196808154415,:7412969948_0_0,3.2548349360059983,0
37,0,156.20064250000084,618.6045926851913,3.350548582506366,222.9576377691535,-993686596#1_1,1.9353835185123645,0
38,0,155.52196443401246,613.312062881849,5.36418292110879,187.30478644925654,-993686596#0_1,0.23956643962115454,0
39,0,154.65840876589616,605.9830884239883,7.379161059815437,186.7200411441425,-993686596#0_1,7.618727499436591,0
40,0,153.5815236107296,596.843592167214,9.202080764790066,186.7200411441425,-993686596#0_1,16.820808264226656,0
41,0,152.32828135446607,586.2073577879034,10.7090680976104,186.7200411441425,-993686596#0_1,27.529876361837054,0
42,0,150.97062821776981,574.6849909864834,11.60126848671902,186.72004114414284,-993686596#0_1,39.131144848556076,0
43,0,149.7295297327698,564.1306980048323,10.621425809705071,186.68886648062298,:6386569905_3_0,3.6725706582611486,0
44,0,148.47748474117256,553.4692530803794,10.726269988709502,186.66412219552586,:cluster_6386569900_7413054992_3_0,2.4788406469706503,0
45,v_zigzag,336.404,534.4408,0.0,187.2766171977309,730778104#0_0,5.1,1
46,v_zigzag,339.3471242974852,532.2640050245158,1.7911239672219381,187.27661719773155,730778104#0_1,6.8911239672219375,1
47,v_zigzag,338.8032197718276,527.9850318543889,4.31348101827316,187.24854379931097,:6718908106_0_1,3.7046049854950986,1
48,v_zigzag,338.0822018692587,522.3181526520914,5.7131510767620055,187.2527428271235,730778104#1_1,4.417756062257105,1
49,v_zigzag,340.3612383343601,514.9190861667112,7.054353232122958,187.2545903006208,730778104#1_2,11.472109294380063,1
50,v_neg_speed,511.5210481392967,486.8943257084329,0.0,217.85610643685723,315255906#1_0,5.1,1
50,v_zigzag,339.15708612345253,505.4636850291878,9.53123129592277,187.2554313671966,730778104#1_2,21.003340590302834,1
51,v_neg_speed,511.5204959713212,486.89361529532266,0.0009000000000000001,217.85610643685862,315255906#1_0,5.100899999999999,1
