time,vehicle_id,x,y,speed,angle,lane,pos,anomaly,depart,edges,edge_id,lane_id,length,lane_speed,shape,acceleration,jerk,stopped,stopped_time,leader_distance,gap_time,following_time,lane_change_rate
678.0,12,442.9893142571519,414.87041430862536,0.5818581926544476,232.1300282260334,315255814_1,47.30678674420899,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.21202709476030307,0.1844187097616933,0,0.0,0.33460954547679567,0.0014384486714396436,,
684.0,12,364.1945893825635,368.1318492517187,0.5958933546288295,256.6327772116772,ET03_2,39.92695414524818,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.17851435730466725,0.1482490451812239,0,0.0,0.22604104339796807,0.0007471661946215122,,
685.0,12,348.6223412526392,365.6993392237648,0.6096944865841972,263.61573531921226,:millieu_7_1,3.777094964849241,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.2572330339624219,0.2265452605250941,0,0.0,0.5296066928276055,0.0024160126506849104,,
689.0,12,284.4732297416239,364.37583993311455,0.6239775188666781,274.0400160032774,S01_1,15.378395872669875,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.22992730191965524,0.1874534922474315,0,0.0,0.4548315444915395,0.0019194724470264013,,
690.0,12,269.12213104144337,365.6882549477141,0.6030286673323012,274.88651904234746,S01_1,30.7855601122183,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.1969687184332632,0.16775563686969658,0,0.0,0.4323296007538159,0.0019040336030669,,
691.0,12,253.9457854155925,366.8433143373768,0.5974673372590921,273.68163256477567,S01_1,46.00669375096468,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.22365415409170575,0.19915369798163848,0,0.0,0.4058846175047462,0.0017814488617720744,,
692.0,12,238.1351279836544,367.8606541418542,0.616070475040136,273.68163256477567,S01_1,61.85011609630707,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.265560796027023,0.20716651086264593,0,0.0,0.370267091844948,0.001491658986839118,,
693.0,12,223.2871362992801,368.9071091791788,0.5874182429221786,274.15487784928297,S01_1,76.73510010314827,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.18360931760744412,0.1419645863801628,0,0.0,0.3409442533877546,0.0014508413238652684,,
694.0,12,208.78681888138152,369.9604655709157,0.5770628826764779,274.15487784928297,S01_1,91.2736896571032,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.21534022361008112,0.20180975618289448,0,0.0,0.3178695964059485,0.0013593120261716457,,
695.0,12,194.80641590326263,370.97605346541815,0.5614791701072293,274.15487784928297,S01_1,105.29099250916832,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2062730804784334,0.1803326716682568,0,0.0,0.9169014063288652,0.005188162858476984,,
696.0,12,178.97084076753845,371.7839801419509,0.6165004600451728,272.3831859282185,S01_1,121.14879817069044,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.32871809258286194,0.24956386611607628,0,0.0,0.9522111778770082,0.00471628317943601,,
678.0,13,475.3635803053767,444.01496815546255,0.5449591855563193,227.23230273313547,315255814_1,3.713371470756835,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.33231637533200803,0.19653230346425604,0,0.0,0.5049979793745283,0.0027346311047549508,,
679.0,13,464.7179513098959,433.6153515947513,0.5873103230934874,225.6697394996591,315255814_1,18.594745479574986,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.30674518827031183,0.17164454187184763,0,0.0,0.8099017824179059,0.004221985488237038,,
682.0,13,428.75269755455975,403.6434109600355,0.6151114285779129,231.0652258738566,315255814_1,65.43726885821053,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.2296019812683434,0.1631243513530119,0,0.0,0.6421048868479009,0.003007417464448162,,
683.0,13,416.8964833733624,394.60048125930746,0.5885266600901456,235.8458149039428,315255814_1,80.35933023844656,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.1871947662333869,0.16278164760740954,0,0.0,0.6618504932725564,0.003336615773807456,,
685.0,13,393.8808981924985,382.6892262944232,0.5236037091195506,243.82823015017493,ET03_1,7.079607832035467,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.1861414971271411,0.1947270482047259,0,0.0,0.25403120487564596,0.0011888999014212972,,
686.0,13,387.3733357240411,376.090157112844,0.3973455526118498,245.44004101104943,ET03_2,15.606519883243331,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.014338612006256246,0.0946646223762133,0,0.0,0.15865400050385248,0.0010738417347892185,,
687.0,13,382.76388506756007,374.06487627218127,0.2914720022853555,246.28047794549485,ET03_2,20.59188343489993,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.04969012056753139,0.2037157293555293,0,0.0,0.1839266768422451,0.002683270919985016,,
688.0,13,375.7423468105338,371.4689531555381,0.3640781303504944,250.09625046269244,ET03_2,28.00597562665932,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_2,51.78,13.89,"401.58,382.91 390.40,377.42 382.07,373.76 371.63,369.98 366.33,368.55 361.07,367.52 353.94,366.30 352.40,366.10",0.35921417134328004,0.3480468183581395,0,0.0,0.1992114795137889,0.0018006760925344447,,
691.0,13,346.0937218321011,365.4311523155259,0.4880197923198466,263.9458081058852,:millieu_7_1,6.305337011065532,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.32750176194318464,0.2083146735985868,0,0.0,0.2599638621076453,0.0014145450059368943,,
692.0,13,334.4164222657569,364.31193492769,0.49117388711842924,265.2977190321015,:millieu_7_1,17.970876191168458,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.23876866816332643,0.13839457925165802,0,0.0,0.27147201099626495,0.0014833822788242628,,
694.0,13,308.9591047801998,363.2103920170083,0.5116901952516834,268.72549117596765,:millieu_7_1,43.311268711509534,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,:millieu_7,:millieu_7_1,52.4,13.89,"352.40,366.10 337.22,364.49 322.42,363.55 309.46,363.20 299.82,363.40",0.20028735395985495,0.13161969885725594,0,0.0,0.4577676392747255,0.0026956706402586333,,
695.0,13,295.7869155962255,363.6427740799864,0.5349276075416595,273.0098199742564,S01_1,4.040402174007092,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.27359767412618663,0.22369817023728994,0,0.0,0.25692914899444985,0.0011577239346552744,,
696.0,13,282.7914771615678,364.51961839353714,0.5318411268852125,274.5267309845041,S01_1,17.066290577620485,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.22794610163127552,0.16107373899801025,0,0.0,0.2544570457986087,0.001154687059704809,,
697.0,13,270.68585448411466,365.5545671795013,0.5056517692016764,274.88651904234746,S01_1,29.2161256126417,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.18788049782450736,0.16401432866239568,0,0.0,0.2575914973980002,0.0013013159535195966,,
698.0,13,257.94983536286867,366.5856729705952,0.5244371670259078,274.2272458736701,S01_1,41.99434608739472,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.26587687608370136,0.22616502509521816,0,0.0,0.2545093322851054,0.0011883644803580068,,
699.0,13,244.9516566318389,367.4220432901542,0.5318180139249734,273.68163256477567,S01_1,55.01946134540751,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2460988104156878,0.17469418175453316,0,0.0,0.2474492276805073,0.001107485596998237,,
700.0,13,232.95022906772084,368.20514657806905,0.5019808843343176,273.805927856242,S01_1,67.04650256881168,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.1815544379213727,0.15112810995653822,0,0.0,0.25006891436398876,0.0012653715524409462,,
701.0,13,220.34237000637592,369.1210278340196,0.5203390742546522,274.15487784928234,S01_1,79.68763881185332,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2651360011441611,0.2291052021879556,0,0.0,0.25147889837042775,0.001186293908314949,,
702.0,13,207.82467148387727,370.0303594968034,0.5176366374401128,274.15487784928297,S01_1,92.2383765463331,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.22861212034384798,0.16587877772187656,0,0.0,0.24287860239494238,0.0011386557843005452,,
703.0,13,195.88168353281705,370.8979420698,0.5004104869996734,274.15487784928297,S01_1,104.21288681836124,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.20342472246020044,0.1718465778217928,0,0.0,0.2510150654518863,0.0012803451373074762,,
704.0,13,183.34212956290835,371.6041973430138,0.5179323223381793,272.5796025645729,S01_1,116.7735154311941,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,S01,S01_1,130.11,13.89,"299.82,363.40 286.53,364.20 260.68,366.41 234.26,368.11 190.76,371.27 179.44,371.78 170.01,371.86",0.2636855735078873,0.21682861257266206,0,0.0,0.37459021536805026,0.0020592591461199034,,
677.0,14,504.98744336542313,478.4882632503385,0.2989387308292033,217.8561064368577,315255906#1_0,15.749375838995912,0,650.0,315255906#1 315255906#2 315255814 ET03 S01,315255906#1,315255906#1_0,29.29,13.89,"514.65,490.92 496.68,467.80",0.30917199634988274,0.1669414061657024,0,0.0,0.1232602865132165,0.0015094736209330072,,
